source_org,file_name,paper_title,insight_1,insight_2,insight_3,insight_4
BIS,2025-10-10_Exploring-household-adoption-and-usage-of-generative-AI-new-evidence-from-Italy_fintech.pdf,Exploring household adoption and usage of generative AI: new evidence from Italy,Generative AI is increasingly adopted by households in Italy.,Households in Italy show varying levels of acceptance towards generative AI technologies.,Usage patterns indicate that older households are more likely to adopt generative AI compared to younger ones.,The study highlights the importance of understanding cultural and societal factors in the adoption of new technologies.
BIS,2025-10-10_The-use-of-artificial-intelligence-for-policy-purposes_fintech.pdf,The use of artificial intelligence for policy purposes in fintech,Artificial Intelligence (AI) is increasingly being used to inform and support policy decisions in the financial technology sector.,AI can help improve regulatory compliance by automating data analysis and reducing human error.,AI-driven tools are aiding policymakers in understanding complex financial markets through advanced analytics and machine learning techniques.,"However, there is a need for robust ethical frameworks to ensure that AI applications in policy-making do not lead to unintended biases or discrimination."
BIS,2025-10-16_Mapping-the-space-of-central-bankers'-ideas_fintech.pdf,Mapping the space of central bankers' ideas fintech,The study identifies five key areas where central banks are exploring fintech solutions.,Central banks are increasingly focusing on regulatory technology (RegTech) to enhance financial stability and efficiency.,There is a growing interest in central bank digital currencies (CBDCs) as a means of payment and store of value.,The integration of artificial intelligence (AI) into banking operations is seen as crucial for improving decision-making processes.
BIS,2025-10-23_Stablecoin-related-yields-some-regulatory-approaches_fintech.pdf,Stablecoin-related yields some regulatory approaches,Stablecoins are becoming increasingly popular in financial markets.,Regulatory bodies have different approaches to dealing with stablecoins.,Some stablecoins offer yield opportunities for investors.,There is a need for more standardized regulatory frameworks.
BIS,2025-11-11_Competing-digital-monies_fintech.pdf,Competing digital monies fintech,The paper discusses various competing digital currencies in the financial technology sector.,It highlights the regulatory challenges faced by these digital currencies.,The research also explores potential use cases for digital currencies in financial transactions.,"Lastly, it examines the impact of digital currencies on traditional banking systems."
BIS,2025-11-13_Smart-supervision-sound-capacity-development-approaches-for-tech-savvy-supervisors_fintech.pdf,Smart-supervision sound capacity development approaches for tech savvy supervisors in fintech,The study emphasizes the importance of supervisory skills in a tech-savvy environment.,It highlights the need for continuous learning and adaptation among supervisors.,The research suggests integrating technology to enhance supervision effectiveness.,It proposes using data analytics for better decision-making by supervisors.
BIS,2025-11-19_The-life-experience-of-central-bankers-and-monetary-policy-decisions-a-cross-country-dataset_inflation.pdf,The-life-experience-of-central-bankers-and-monetary-policy-decisions-a-cross-country-dataset,Cross-country analysis of central bankers' life experiences.,Monetary policy decisions are influenced by the personal experiences of central bankers.,A dataset has been compiled to study these relationships.,The document discusses the impact of central bankers' backgrounds on monetary policy.
BIS,"2025-11-21_Big-techs,-credit,-and-digital-money_fintech.pdf","Big-techs,-credit,-and-digital-money-fintech",The role of big tech companies in financial technology (fintech) industry.,Impact of digital money on traditional credit systems.,Integration of big tech and finance sectors.,Regulatory challenges for fintech involving big tech.
BIS,2025-11-24_Environmental-factors-and-capital-flows-to-emerging-markets_green_finance.pdf,Environmental factors and capital flows to emerging markets: green finance,"The study highlights the significant role of environmental factors in influencing capital flows to emerging markets, particularly in the context of green finance.",It was found that countries with higher levels of environmental degradation tend to attract less foreign direct investment (FDI) compared to those with better environmental conditions.,The research suggests that integrating environmental considerations into financial policies can lead to more sustainable and equitable capital flows in emerging markets.,"There is a growing trend towards green finance, where investors are increasingly seeking out projects and companies aligned with environmental goals."
BIS,2025-11-25_Making-suptech-work-evidence-on-the-key-drivers-of-adoption_fintech.pdf,Making suptech work: Evidence on the key drivers of adoption in fintech,Evidence suggests that regulatory compliance is a critical driver for suptech adoption.,The integration of AI and machine learning technologies significantly enhances the effectiveness of suptech solutions.,Suptech's impact on reducing operational costs has been substantial in fintech firms.,Regulatory environment and industry regulations play a crucial role in determining the adoption rate of suptech.
BIS,2025-11-26_AI-agents-for-cash-management-in-payment-systems_fintech.pdf,AI agents for cash management in payment systems,The use of AI agents can improve efficiency and security in cash management within payment systems.,AI can help reduce fraud by analyzing patterns that humans might miss.,"AI can automate routine tasks, freeing up human resources for more complex activities.",Integration of AI with existing payment systems requires careful planning to ensure seamless operation.
BIS,2025-11-28_When-bricks-meet-bytes-does-tokenisation-fill-gaps-in-traditional-real-estate-markets_fintech.pdf,When bricks meet bytes does tokenisation fill gaps in traditional real estate markets,The integration of traditional real estate with digital technologies through tokenization can address inefficiencies and enhance market liquidity.,"Tokenization could potentially democratize access to real estate investments by breaking down large assets into tradable units, making them more accessible to a broader range of investors.","However, there are challenges such as regulatory hurdles and the need for standardization in tokenized asset markets.",The use of blockchain technology in real estate transactions could lead to faster settlement times and reduced counterparty risk.
BIS,2025-12-02_Generative-economic-modeling_fintech.pdf,2025-12-02_Generative-economic-modeling_fintech,The research discusses generative economic modeling in fintech.,Generative models are explored for financial market prediction and risk assessment.,Case studies of fintech companies using generative models to improve customer experience and service delivery are provided.,Challenges and future directions in applying generative economic modeling in the fintech industry are discussed.
BIS,2025-12-04_Macroeconomic-effects-of-carbon-intensive-energy-price-changes-a-model-comparison_green_finance.pdf,Macroeconomic effects of carbon-intensive energy price changes: a model comparison,Model A shows significant positive correlation with economic growth.,Model B demonstrates higher predictive accuracy in short-term forecasts.,Model C outperforms others in scenarios involving renewable integration.,Model D reveals stronger stability under fluctuating energy prices.
BIS,2025-12-09_The-economics-of-water-scarcity_green_finance.pdf,The economics of water scarcity and green finance,Water scarcity can lead to significant economic losses in regions heavily dependent on agriculture.,Green finance initiatives are crucial for financing projects that address water scarcity issues.,Economic models show that investing in water conservation technologies can yield high returns over time.,"Policy interventions, such as subsidies and tax incentives, play a vital role in promoting green finance solutions."
BIS,2025-12-12_From-listings-to-all-tenant-rents-a-probabilistic-model_inflation.pdf,From Listings to All Tenant Rents: A Probabilistic Model,The model uses probabilistic methods to predict tenant rents based on listings.,It integrates historical rental data with current market conditions for more accurate predictions.,"The model can be applied across different regions and demographics, enhancing its utility.",Future research could explore the impact of economic inflation on tenant rent predictions.
BIS,2025-12-16_Auction-based-liquidity-saving-mechanisms_fintech.pdf,Auction-based liquidity-saving mechanisms,The study explores how auction mechanisms can be used to save liquidity in financial markets.,It identifies the potential of auctions in reducing market friction and improving efficiency.,The research highlights the benefits of using auctions for managing liquidity during periods of high volatility.,It also discusses the role of auction design in ensuring fair competition among participants.
BIS,2025-12-17_Housing-wealth-effects-in-China_inflation.pdf,Housing-wealth-effects-in-China_inflation,The housing wealth effect in China is influenced by inflation.,Inflation impacts the housing market dynamics in China.,China's housing market is sensitive to changes in inflation rates.,Housing prices are likely to be affected by fluctuations in inflation.
BIS,2026-01-14_Embracing-gen-AI-a-comparison-of-Italian-and-US-households_fintech.pdf,Embracing gen-AI: A comparison of Italian and US households,The study focuses on the adoption of AI technologies by Italian and US households.,It highlights differences in AI technology usage between Italian and US households.,The research compares the financial aspects of AI adoption in both countries.,It explores how household demographics influence AI technology use.
BIS,2026-01-27_A-tractable-menu-cost-model-with-an-aggregate-markup-drift_inflation.pdf,A tractable menu-cost model with an aggregate markup drift and inflation,tractable menu-cost model,aggregate markup drift,inflation,model with a new approach to understanding pricing dynamics
BIS,2026-02-02_The-perils-of-narrowing-fiscal-spaces_inflation.pdf,The perils of narrowing fiscal spaces in inflation,Narrowing fiscal space can exacerbate inflationary pressures.,Fiscal policies need to be flexible and adaptable to manage economic fluctuations effectively.,Central banks should maintain a cautious approach when considering monetary policy changes.,Economic diversification is crucial for reducing dependency on fiscal measures.
BIS,2026-02-09_Adoption-and-welfare-effects-of-payment-innovations-the-case-of-digital-wallets-in-Peru_fintech.pdf,Adoption and welfare effects of payment innovations: The case of digital wallets in Peru,Digital wallet adoption has significant welfare effects on low-income households.,The use of digital wallets can lead to increased financial inclusion in the Peruvian market.,There is a positive correlation between digital wallet usage and economic growth in Peru.,Digital wallets have potential for reducing transaction costs and improving efficiency.
BIS,2026-03-06_Generative-AI-for-surveys-on-payment-apps-AI-views-on-privacy-and-technology_fintech.pdf,Generative AI for Surveys on Payment Apps: AI Views on Privacy and Technology in Fintech,The use of generative AI in fintech payment apps raises significant privacy concerns.,AI can be used to improve the efficiency and accuracy of surveys conducted through payment apps.,There is a need for regulatory frameworks to govern the integration of AI in fintech payment apps.,Fintech companies are exploring ways to leverage AI to enhance user experience while maintaining privacy.
BIS,"2026-03-09_Robots,-ICT-and-employment-evidence-from-advanced-and-emerging-EU-countries_fintech.pdf","Robots,-ICT-and-employment-evidence-from-advanced-and-emerging-EU-countries_fintech",Evidence from advanced and emerging EU countries suggests that the integration of robots and ICT can lead to job displacement in certain sectors.,"The study found that while automation increases productivity, it also leads to a shift in employment patterns towards lower-skilled jobs.","Advanced EU countries have seen more significant impacts from automation compared to emerging economies, indicating regional disparities in the impact of technology on employment.",Fintech sectors are particularly vulnerable to automation due to their reliance on digital technologies and data processing.
BIS,2026-03-10_Tokenomics-and-blockchain-fragmentation_fintech.pdf,Tokenomics and blockchain fragmentation in fintech,Blockchain fragmentation poses significant challenges for interoperability in fintech ecosystems.,The rise of tokenomics is driving innovation but also complicating regulatory frameworks.,Efforts to standardize blockchain protocols are crucial for overcoming fragmentation issues.,Fintech companies need to adapt their strategies to leverage the benefits and mitigate the risks associated with blockchain technology.
BIS,2026-03-16_BISTRO-a-general-purpose-oracle-for-macroeconomic-time-series_fintech.pdf,BISTRO: A General-Purpose Oracle for Macroeconomic Time Series,Template to use for BIS AR and Quarterly,Not explicitly provided in the given context.,Not explicitly provided in the given context.,Not explicitly provided in the given context.
BIS,2026-03-16_Introducing-BISTRO-a-foundational-model-for-unconditional-and-conditional-forecasting-of-macroeconomic-time-series_fintech.pdf,Introducing BISTRO: A Foundational Model for Unconditional and Conditional Forecasting of Macroeconomic Time Series,BISTRO is a foundational model.,It supports unconditional forecasting.,It also supports conditional forecasting.,The model applies to macroeconomic time series.
BIS,2026-03-27_Stablecoin-flows-and-spillovers-to-FX-markets_fintech.pdf,Stablecoin flows and spillovers to FX markets,The study examines the impact of stablecoin flows on foreign exchange (FX) markets.,It identifies potential spillover effects from stablecoins into traditional financial systems.,The research highlights the importance of understanding regulatory frameworks for managing stablecoin risks.,It explores how central bank interventions can mitigate negative impacts on FX markets.
BIS,2026-04-02_Climate-change-and-central-banking-macroeconomic-challenges-and-evidence-from-Africa_green_finance.pdf,Climate-change-and-central-banking-macroeconomic-challenges-and-evidence-from-Africa_green_finance,Central banks face significant challenges in managing macroeconomic stability due to climate change impacts.,Evidence from Africa suggests that green finance can be an effective tool for mitigating these challenges.,There is a need for more research and policy development to integrate climate considerations into central banking practices.,"The impact of climate change on financial systems in Africa varies, with some regions facing greater risks than others."
CC_Judge,10 April 2025_Step into AI-driven business and leadership learning.md,Reimagining the role of business schools in the age of AI,[Read more](https://www.jbs.cam.ac.uk/2026/research-grant-on-ai-assisted-farming-in-emerging-markets/),[Explore our research and videos](https://www.jbs.cam.ac.uk/campaigns/ai/),[Unlock your leadership potential](https://www.jbs.cam.ac.uk/programmes/),[Our future with AI](https://www.jbs.cam.ac.uk/campaigns/ai/)
CC_Judge,10 February 2026_Why everything you thought you knew on local markets is wrong.md,What is the 'right' geographic market definition?,"[Sun, sea and economics](https://www.jbs.cam.ac.uk/2021/sun-sea-and-economics/)",[The EU single market at 25](https://www.jbs.cam.ac.uk/2018/podcast-eu-single-market-at-25/),[Mobile consolidation](https://www.jbs.cam.ac.uk/2018/mobile-consolidation/),"[Sun, sea and economics](https://www.jbs.cam.ac.uk/2021/sun-sea-and-economics/)"
CC_Judge,10 March 2025_How megatrends shape our evolving future.md,How megatrends shape our evolving future,[The Middle East conflict’s long-term effect](https://www.jbs.cam.ac.uk/2026/the-middle-east-conflicts-long-term-effect/),[Why everything you thought you knew about local markets is wrong](https://www.jbs.cam.ac.uk/2026/why-everything-you-thought-you-knew-on-local-markets-is-wrong/),[A look ahead at 2026: predictions and hopes](https://www.jbs.cam.ac.uk/2026/a-look-ahead-at-2026-predictions-and-hopes/),[How megatrends shape our evolving future](https://www.jbs.cam.ac.uk/2025/how-megatends-shape-our-evolving-future/)
CC_Judge,11 December 2024_What to expect from AI- expert insights on trends and risks.md,What to expect from AI- expert insights on trends and risks,[Funding your ambition with our Cambridge MBA scholarships],[Give to gain: celebrating women leaders on the Cambridge MBA],[The workplace is evolving faster than ever. The Cambridge MBA],[How the Cambridge MBA prepares you for tomorrow’s workplace]
CC_Judge,11 December 2025_How human-AI interaction becomes more creative.md,How human-AI interaction becomes more creative,The research proposes a new theoretical lens for understanding human-GenAI co-creation and joint creativity.,Humans and GenAI engage in an evolutionary process over time to improve their joint creativity through augmented learning.,"Effective human-AI pairing can be seen at Netflix, where humans and AI collaborate on creative production workflows.","Past research focused on single collaboration between humans and GenAI on single-round creative tasks, leading to inconsistent results."
CC_Judge,11 February 2025_CEOs near hometowns less likely to commit misdeeds.md,Local CEOs' Ethical Conduct Unaffected by Firm Size or Board,"Local communities often scrutinise homegrown CEOs closely, having more information about them and a stronger interest in their companies due to personal connections.",Increased local monitoring of homegrown CEOs may raise the detection rate of misconduct.,The lower financial misconduct for local CEOs is not related to CEO compensation structures.,"All factors identified, including a stronger local investor base and greater religiosity, result in a lower incidence of financial misconduct."
CC_Judge,12 March 2026_How high-status moral endorsement can sway consumers.md,Lending leniency: the relationship between high-status affiliations and consumer acceptance of products in contested markets.,"Equality, diversity and inclusion",[Do law firms trade off different types of diversity?](https://www.jbs.cam.ac.uk/2023/do-law-firms-trade-off-different-types-of-diversity/),[Islamic finance](/tag/islamic-finance) [finance](/tag/finance),[Lionel Paolella](/people/lionel-paolella/) Professor of the Social Sciences and Organisations
CC_Judge,"13 May 2025_Start, grow and scale- entrepreneurship lessons you need to know.md",Carving a path with resilience and heart,"[Can business reset for climate goals, 10 years on?",[Put your resources to work: strategies for business success,[A look ahead at 2026: predictions and hopes,"[Can business reset for climate goals, 10 years on?"
CC_Judge,13 November 2025_Climate conflict- can tech make peace-.md,Using technologies for 'spotting and stopping' climate related conflict risks,"Understanding the peace-conflict-climate nexus is increasingly urgent, as the climate warming we have already experienced is already having measurable security effects.","The populations most vulnerable to conflict are disproportionately exposed to climate disasters, creating compounding crises that undermine both adaptive capacity and peace.","We hope the paper can benefit a wide variety of stakeholders, including those building local resilience strategies and peacekeeping interventions","This working paper is part of a series of reports from the Cambridge Peaceshaping and Climate Lab, an initiative of the Cambridge Centre for Social Innovation."
CC_Judge,14 August 2025_Why a big-picture approach holds the key to social innovation.md,Why a big-picture approach holds the key to social innovation,"The story of the establishment and management of the land trust illustrates the interconnection between the microhistory of the trust and macro events including World War II, and the impact this had on social transformation.",Efforts beginning in the 1960s to tackle homelessness in the US ran up against a culture of poverty narrative that dismissed the problem because it was assumed that homeless people were complicit in their fate and thus not deserving of full societal support.,The systems perspective focuses on how transformational change can emerge from adaptive change in the interconnections across systems that form the foundation for the grand challenges we face.,Well-intentioned efforts by ecologists to protect natural habitats by prohibiting controlled fires have often had unforeseen negative effects.
CC_Judge,14 January 2026_How common language on nudging can better steer behaviour.md,How common language on nudging can better steer behavior,A tool for describing behavioral interventions called META BI might enable users to think more systematically and comprehensively about the nudges they are applying.,"META BI offers a conceptual synthesis between literature and application, aiming to avoid misunderstandings, improve implementation, and support evidence synthesis by striking a balance between an exhaustive mapping of factors influencing nudges and overly simplistic descriptions.",The El-Erian Institute of Behavioural Economics and Policy is dedicated to researching human behavior and decision-making.,Four studies co-authored at the El-Erian Institute of Behavioural Economics and Policy at Cambridge Judge Business School are cited in a new United Nations report on the global environment.
CC_Judge,15 April 2025_How corporate social responsibility and competition interact.md,How corporate social responsibility and competition interact,Organisational dormancy is a viable response to detrimental policy changes that are perceived to be potentially temporary.,"The same tension and trade-off between benefits and costs exists with CSR: firms can devote greater focus and resources to diversity, sustainability and other CSR goals to differentiate themselves from rivals, or reduce CSR activities such as diversity recruiting initiatives to save costs.",Competitive advantage from CSR differentiation is contingent on the level of firm attention by stakeholders who reward CSR.,"The positive effect of political market competition on CSR behaviour is stronger for firms in sectors that receive greater central government attention, and weaker for firms in industries that receive greater local government attention."
CC_Judge,16 January 2025_Escaping from drudgery- how to make meetings useful.md,Escaping from drudgery- how to make meetings useful,[Study looks at emotional yield of collectibles like art and wine],[Summit offers a systemic view on disinformation],[My Cambridge MFin interview prep: how I got ready],[Five ways to develop your Meeting Intelligence (MQ)]
CC_Judge,17 June 2025_The power and peril of charismatic leadership.md,The power and peril of charismatic leadership,How leaders turn negative emotions into positive outcomes,The power and peril of awe in leadership: transforming follower identity and behavior.,"Dispositional sources of managerial discretion: CEO ideology, CEO personality, and firm strategies.",What do the followers want? The core functions of leadership.
CC_Judge,17 March 2026_How churches balance faith and buildings preservation.md,Advancing scholarship on church custodianship,"Showing divergence in custodian responses when institutional decline impacts institutionally significant places, including divergence in the tensions experienced by custodians.","Explaining how some custodians may respond to these tensions by augmenting neither place nor practice, suggesting that absence of a response is in effect a response in itself.","Elaborating on the role of place, and specifically buildings, thus adding to literature on place custodianship.","Custodians face critical tension when institutional decline impacts institutionally significant places: They want those places to continue fulfilling their institutional role, yet preserving those places may require custodians to innovate new practices within them."
CC_Judge,"17 September 2025_Understanding market cycles through history, data and personal insight.md","17 September 2025_Understanding market cycles through history, data and personal insight",[‘The price of wine.’](https://doi.org/10.1016/j.jfineco.2015.08.005),[Ex post: the investment performance of collectible stamps.”](https://doi.org/10.1016/j.jfineco.2010.12.005),[Long-run asset returns.”](https://doi.org/10.1146/annurev-financial-082123-105515),[The stability of UK risk measures and the problem of thin trading.”](https://doi.org/10.1016/j.jfineco.2010.12.005)
CC_Judge,19 February 2026_Harnessing AI to push the boundaries of social science.md,A new tool offering structured manuscript feedback,The tool provides feedback through a canvas broken down into 8 areas.,It helps identify issues with the paper before formal peer review by human brains.,It surfaces compelling puzzles and empirical or theoretical tensions in the literature.,It is a standalone tool that works across all AI models.
CC_Judge,19 November 2025_Healthy proportions- animal-sourced food and the plant-based shift.md,Healthy proportions- animal-sourced food and the plant-based shift,"The Planetary Health Diet is rich in plant-based foods and minimally processed, including legumes, whole grains, vegetables, fruits, nuts, seeds, fish, dairy, and some meat.","One portion of protein-rich legumes is recommended each day in the Planetary Health Diet, while a maximum of one portion of red meat is recommended per week.","The Planetary Health Diet can help avoid millions of premature deaths each year by reducing risks such as obesity, type 2 diabetes, heart disease, stroke, colorectal and lung cancers.","Policy packages need to increase the affordability and appeal of the Planetary Health Diet through taxes, subsidies, social protection measures, mandatory health warnings, and restrictions on advertising."
CC_Judge,2 April 2025_AI is changing innovation – here’s how.md,New study’s model predicts how AI will perform on unseen tasks,"A new study led by the University of Cambridge introduces an 'ability profile' for artificial intelligence models to predict how they will perform on any tasks – including unfamiliar ones, greatly advancing understanding beyond current AI benchmarks that only tell how an AI model performs on a specific test.","[The application of Generative AI in banking is splitting into 2 clear streams: hyper-personalisation rather than a one-size-fits-all approach to customer relations, and operational supremacy in back-office operations.]","Soniya Gupta-Rawal, a PhD candidate at Cambridge Judge Business School, has been awarded a prestigious PEDL PhD Grant of £25,000 for her PhD research project under a special exploratory research grant (ERG) programme from the organisations Private Enterprise Development in Low Income Countries and the Centre for Economic Policy Research. Only 12 projects have been funded under this special call.",AI can reason – but only to a point – resolving a long-running debate by showing that contradictory claims about AI reasoning simply reflect tests demanding very different levels of the same abilities.
CC_Judge,2 April 2025_Human brain vs AI- what makes better decisions-.md,New study’s model predicts how AI will perform on unseen tasks,A new study led by the University of Cambridge introduces an 'ability profile' for artificial intelligence models to predict how they will perform on any tasks – including unfamiliar ones.,"Only 12 projects have been funded under this special call for a prestigious PEDL PhD Grant of £25,000 for her PhD research project by Private Enterprise Development in Low Income Countries and the Centre for Economic Policy Research.","Soniya Gupta-Rawal, a PhD candidate at Cambridge Judge Business School, has been awarded a prestigious PEDL PhD Grant of £25,000 for her PhD research project under a special exploratory research grant (ERG) programme from the organisations Private Enterprise Development in Low Income Countries and the Centre for Economic Policy Research.","The application of Generative AI in banking is splitting into 2 clear streams: hyper-personalisation rather than a one-size-fits-all approach to customer relations, and operational supremacy in back-office operations."
CC_Judge,2 December 2025_Why more creative employees doesn’t equal more innovation.md,When less is more: the proportion of creative members and R&D team innovative performance.,The research by Prithviraj shows that balance matters more than sheer numbers when it comes to assembling creative teams.,"This recent research also fits in with Prithviraj’s work since mid-2024 as an Editor of the Academy of Management Discoveries journal, which focuses on research that challenges assumptions and opens new theoretical paths for scholarship.","The practical implication is that you’ve got to think about who you include on a team, as more isn’t necessarily better.",To have a proper team you need to recognise the team’s strengths and weaknesses from an individual and group perspective.
CC_Judge,"2 July 2025_Innovation to impact- technology, governance and regulation.md","Innovation to impact - technology, governance and regulation",Political commitment matters – and is often citizen driven,Champions drive reform,Communication shapes innovation,Move beyond incrementalism
CC_Judge,20 March 2025_Harnessing culture for effective inter-organisation collaboration.md,Bringing Organizational Cultures Together for Social Impact,Sharing for collaboration,Learning of each other’s culture,Trying new approaches,Building a repertoire
CC_Judge,20 May 2025_A new framework for social innovation.md,A new framework for social innovation,Constructing 'problems' and 'solutions': social innovation as social-symbolic work.,Bridging institutional entrepreneurship and the creation of new organizational forms: a multilevel model.,Social innovation is not just about solving problems – it’s about constructing them.,How to homeless people make sense of interventions designed to help them.
CC_Judge,21 January 2025_Can UN peacekeepers help you manage workplace boredom-.md,Between war and peace: how boredom shapes the enactment of idealized futures at work.,"[Some UN peacekeepers find the bright side of boredom.”](https://journals.aom.org/doi/10.5465/amj.2023.0618.summary) *Academy of Management Insights*, June 2025",[Reframing silence as purposeful: emotions in extreme contexts.”](https://doi.org/10.1111/joms.13079) *Journal of Management Studies*,[Can UN peacekeepers help you manage workplace boredom?”](https://www.jbs.cam.ac.uk/21%20January%202025_Can%20UN%20peacekeepers%20help%20you%20manage%20workplace%20boredom-.md) *CC Judge Insights*,[Silence is golden: coping with emotions in war zones.”](https://www.jbs.cam.ac.uk/2024/silence-is-golden-coping-with-emotions-in-war-zones/) *Journal of Management Studies*
CC_Judge,21 November 2025_How can AI in finance realise its full potential-.md,21 November 2025_How can AI in finance realise its full potential-,Accountability,Reproduceability and explainability,Cyber attacks,Closing the evidence gap for AI in financial services
CC_Judge,22 October 2025_How to reconcile differing work practices after a merger.md,How to reconcile differing work practices after a merger,[Making peace in healthcare: how novices can help resolve disputes between experts],[From ventilator use to bathing: studying mergers across hospitals highlights star differences],[Knowledge updating: actors invoke scientific evidence and best practice to guide the performance of a new practice],"[How might expert practices that have evolved separately in different settings be challenged, preserved, or reconciled when groups from the same occupation are brought together]"
CC_Judge,23 April 2025_Sustainable cities- blueprint for urban climate action.md,Towards a public policy of cities and human settlements in the 21st century.,A joint research agenda for climate action bridges behavioral sciences and urban planning.,Improvements in discourse can be better justified in terms of higher ends than the instrumental one of 'solving' the problem at hand.,Landing the economic case for climate action with decision makers.,What makes a city to fail?
CC_Judge,23 January 2026_Why AI’s role in the circular economy is deeply contested.md,Why AI’s role in the circular economy is deeply contested,A new study led by the University of Cambridge introduces an 'ability profile' for artificial intelligence models to predict how they will perform on any tasks – including unfamiliar ones.,"Soniya Gupta-Rawal, a PhD candidate at Cambridge Judge Business School, has been awarded a prestigious PEDL PhD Grant of £25,000 for her PhD research project under a special exploratory research grant (ERG) programme from the organisations Private Enterprise Development in Low Income Countries and the Centre for Economic Policy Research.","The methodology involves drawing on policy documents, interviews, industry reports and other publicly available statements issued by circularity-AI ecosystem actors between 2003 and 2005.","Framing positions by technology companies to suggest that tech provides the ultimate fix for climate change and related issues include another statement by Sam Altman of OpenAI: 'Although it will happen incrementally, astounding triumphs – fixing the climate, establishing a space colony, and the discovery of all of physics – will eventually become commonplace.' "
CC_Judge,24 February 2026_Crypto privacy after sanctions – the return of coin mixers.md,Crypto privacy after sanctions – the return of coin mixers,[Why quantum matters now for blockchain],[How can AI in finance realise its full potential?],[From innovation delta to regulatory singularity: how innovative regulatory systems can help regulation keep pace with financial innovation],"[EY upgrades Nightfall, a zero knowledge roll up enabling private transactions on the Ethereum blockchain]"
CC_Judge,24 February 2026_Why human expertise still matters in the age of AI certainty.md,"Knowing enough to be dangerous: AI-produced representations, artificial certainty, and the work of process experts.",The research by Virginia shows how the role of human experts should be transformed rather than diminished in this AI era.,Strategically calibrating AI results while guiding stakeholder engagement can reinforce the value of experts in the eyes of stakeholders.,"Process experts who fully embrace these technologies and present their representations directly to stakeholders undermine their own authority, making the future appear too certain for laypeople.","Process experts face a tricky situation: embracing AI findings too emphatically can undermine the uncertainty that justifies their interpretive role, while resisting AI risks making them appear technologically backward or resistant to new tech capabilities."
CC_Judge,24 June 2025_Navigating AI partnerships between big and small tech firms.md,Big-tech strategic partnerships in artificial intelligence.,[The disruptor’s dilemma: TiVo and the US television ecosystem.],[Mutualism and the dynamics of new platform creation: a study of Cisco and fog computing.],[Confronting power asymmetries in partnerships to address grand challenges.],[New study’s model predicts how AI will perform on unseen tasks.
CC_Judge,25 November 2024_Why social media users like sharing negative news.md,Negative online news articles are shared more to social media,"The research quantifies how much more likely people are to share negative articles, which could suggest the presence of a feedback loop of negativity.",Tweets sharing negative news articles were more likely to be retweeted than those sharing positive articles. ,Facebook users are more likely to share negative news articles compared to Twitter users.,People are more likely to share negative articles about political out-groups than in-groups.
CC_Judge,25 November 2025_Why greater scrutiny of military innovation is crucial.md,Organising military innovation: Collaborative opportunities for organisational and military innovation scholars,how military organisations create space for more decentralised and collaborative organisational learning,how they learn under duress,how they manage the tension between innovation and continuity,the nature of climate-related crises likely to assail us in the not-too-distant future means the ability of organisations to cooperate without conflict will be crucial.
CC_Judge,25 September 2025_How history shapes energy framing across borders.md,How history shapes energy framing across borders,[Navigating AI partnerships between big and small tech firms](https://www.jbs.cam.ac.uk/2025/navigating-ai-partnerships-between-big-and-small-tech-firms/),[Human brain vs AI: what makes better decisions?](https://www.jbs.cam.ac.uk/2025/human-brain-vs-ai-what-makes-better-decisions/),[AI and technology](https://www.jbs.cam.ac.uk/2025/navigating-ai-partnerships-between-big-and-small-tech-firms/),[Human brain vs AI: what makes better decisions?](https://www.jbs.cam.ac.uk/2025/human-brain-vs-ai-what-makes-better-decisions/)
CC_Judge,26 November 2025_Why quantum matters now for blockchain.md,Why quantum matters now for blockchain,[8] The Quantum Insider. (2025). Quantum Computing Roadmaps & Predictions of Leading Players.,[9] Cambridge Centre for Alternative Finance (2024). Digital Assets Research.,[10] GitHub. (2024). Search code. GitHub REST API Documentation.,[14] Deloitte. (2024). Quantum computers and the Bitcoin blockchain.
CC_Judge,27 January 2025_How farmers big and small can boost sustainability.md,How farmers big and small can boost sustainability,"Riverford in the UK has been a 100% employee-owned business since 2023, sourcing from both its own farms and a network of organic farmers.",The study by Yasemin Kor and Danchi Tan found that CEOs' human capital credentials were critical for the responsiveness of food companies to the organic trend.,"Riverford supports small-scale farms, treats them fairly, including fair prices, quick payments, and a long-term relational approach.",The study by Yasemin Kor and Danchi Tan found that CEOs with both versatile and firm-specific human capital were more responsive to the organic food market challenges.
CC_Judge,27 January 2026_How LeanSpark turns scarcity into innovation at scale.md,How LeanSpark turns scarcity into innovation at scale,[Rethinking AI: is the future of artificial intelligence frugal?,[Research shows efficiency of India’s low-cost space missions,[A look ahead at 2026: predictions and hopes,[Frugal Innovation Canvas: a toolkit for LeanSpark
CC_Judge,28 August 2025_Why meat substitutes still face resistance.md,Why meat substitutes still face resistance,The research develops a model that examines six concerns in two categories.,"Pro-social concerns include environmental awareness and concern for animal welfare, but also cultural norms including how meat consumption is associated with nutrition and protein source.","Personal concerns include health, taste, and economic motivations.",Labelling plant-based substitutes as 'meap' helps win wider acceptance of meat substitutes.
